reservation_id,customer_id,table_id,reservation_date,reservation_time,number_of_guests,reservation_status,special_request
2365,1460,25,5/11/2015,19:15,4,CONFIRMED,Quiet area
2366,925,8,10/21/2015,12:15,3,CONFIRMED,Window seat
2367,97,3,3/3/2015,19:45,2,CANCELLED,
2368,1410,8,10/11/2015,17:00,5,CANCELLED,
2369,1768,15,9/6/2015,15:00,1,CANCELLED,Window seat
2370,722,20,2/23/2015,20:30,2,CANCELLED,Birthday
2371,1506,6,2/26/2015,18:00,5,CONFIRMED,Window seat
2372,1937,5,7/18/2015,22:30,8,CONFIRMED,Window seat
2373,373,18,3/25/2015,11:30,8,COMPLETED,Window seat
2374,770,5,4/1/2015,17:30,2,CANCELLED,Birthday
2375,1741,19,4/9/2015,14:00,6,CANCELLED,
2376,415,27,5/29/2015,15:30,3,COMPLETED,
2377,1042,10,11/3/2015,20:30,8,CONFIRMED,Birthday
2378,1648,15,3/27/2015,11:30,1,CANCELLED,Quiet area
2379,147,25,11/10/2015,16:15,5,CANCELLED,Quiet area
2380,1278,16,12/26/2015,13:45,4,COMPLETED,Window seat
2381,849,6,4/30/2015,15:15,5,COMPLETED,Quiet area
2382,1628,16,3/29/2015,13:30,5,CANCELLED,Window seat
2383,165,1,7/24/2015,16:00,6,CONFIRMED,
2384,1340,5,7/8/2015,20:15,1,CONFIRMED,
2385,147,10,6/15/2015,17:15,2,CONFIRMED,Window seat
2386,647,19,12/7/2015,22:45,5,CONFIRMED,Quiet area
2387,1369,8,3/20/2015,21:45,8,CONFIRMED,
2388,1361,24,4/3/2015,11:45,4,COMPLETED,
2389,1277,11,9/21/2015,11:30,4,CONFIRMED,Window seat
2390,457,7,12/2/2015,19:00,2,CONFIRMED,Birthday
2391,1443,19,3/22/2015,12:00,3,CONFIRMED,Window seat
2392,1602,4,2/9/2015,16:30,2,CANCELLED,
2393,1103,23,3/20/2015,17:45,5,CANCELLED,Quiet area
2394,1831,13,1/5/2015,12:00,4,CANCELLED,Birthday
2395,798,9,6/8/2015,15:15,1,CANCELLED,
2396,364,2,10/19/2015,19:45,6,COMPLETED,
2397,1704,16,6/10/2015,19:30,3,CANCELLED,Quiet area
2398,578,21,7/24/2015,22:30,6,CANCELLED,
2399,1484,20,3/8/2015,14:30,6,CANCELLED,Window seat
2400,1465,4,8/12/2015,13:15,2,CONFIRMED,Window seat
2401,626,6,12/20/2015,12:00,1,COMPLETED,Window seat
2402,1090,20,4/22/2015,12:30,4,CANCELLED,Quiet area
2403,185,17,8/30/2015,20:45,2,CONFIRMED,Quiet area
2404,1179,19,12/20/2015,19:00,4,CANCELLED,Window seat
2405,228,17,10/9/2015,11:00,3,CONFIRMED,Quiet area
2406,43,14,12/19/2015,22:15,6,CANCELLED,
2407,713,2,4/11/2015,22:15,1,CANCELLED,Birthday
2408,387,7,2/19/2015,11:30,6,CANCELLED,
2409,554,11,5/6/2015,19:15,2,CANCELLED,
2410,1133,30,12/19/2015,13:45,5,CANCELLED,Window seat
2411,123,22,8/19/2015,17:45,1,CONFIRMED,Quiet area
2412,1912,25,5/5/2015,14:15,6,CANCELLED,Window seat
2413,1379,29,4/15/2015,14:45,6,COMPLETED,
2414,1301,17,2/28/2015,21:45,5,CONFIRMED,Quiet area
2415,508,15,8/11/2015,19:30,2,CONFIRMED,
2416,318,3,12/6/2015,19:15,3,CONFIRMED,Window seat
2417,204,23,12/11/2015,19:15,2,COMPLETED,Window seat
2418,1083,15,9/2/2015,16:00,2,COMPLETED,Quiet area
2419,195,16,11/30/2015,11:45,6,CANCELLED,Birthday
2420,13,27,11/22/2015,19:00,2,CANCELLED,Birthday
2421,1273,8,3/7/2015,18:45,2,COMPLETED,
2422,722,15,10/31/2015,17:15,2,CANCELLED,Birthday
2423,365,12,12/12/2015,11:15,8,CANCELLED,Quiet area
2424,1426,13,7/24/2015,19:45,5,CONFIRMED,
2425,1178,28,2/18/2015,13:30,5,COMPLETED,Window seat
2426,704,10,6/16/2015,14:30,2,CANCELLED,Quiet area
2427,1565,21,8/16/2015,22:30,1,CONFIRMED,
2428,912,28,5/18/2015,21:45,1,CONFIRMED,
2429,1209,14,6/5/2015,12:45,6,CANCELLED,
2430,45,13,10/15/2015,11:45,8,COMPLETED,Quiet area
2431,1405,9,11/13/2015,20:30,5,COMPLETED,Birthday
2432,1644,3,11/8/2015,19:30,3,CONFIRMED,Quiet area
2433,592,15,8/23/2015,19:30,3,CONFIRMED,Quiet area
2434,780,24,5/30/2015,20:00,2,COMPLETED,Birthday
2435,1623,11,11/6/2015,13:45,1,CONFIRMED,Birthday
2436,1712,6,1/17/2015,13:45,2,CONFIRMED,Quiet area
2437,820,2,5/29/2015,19:00,6,CONFIRMED,
2438,1095,6,5/10/2015,16:00,4,CONFIRMED,
2439,1792,18,12/7/2015,11:30,3,COMPLETED,Birthday
2440,1268,22,11/1/2015,22:45,3,COMPLETED,
2441,852,18,5/2/2015,11:15,5,COMPLETED,Birthday
2442,97,30,1/1/2015,14:00,1,CANCELLED,Birthday
2443,1557,24,12/14/2015,17:00,6,CANCELLED,
2444,36,12,7/3/2015,17:30,3,CONFIRMED,
2445,1691,9,8/13/2015,19:30,3,COMPLETED,Quiet area
2446,1030,19,9/3/2015,22:00,1,CANCELLED,
2447,332,17,8/1/2015,21:00,8,CONFIRMED,
2448,876,21,7/10/2015,22:00,3,CONFIRMED,Window seat
2449,621,9,5/10/2015,13:00,4,COMPLETED,Quiet area
2450,1956,9,8/5/2015,19:45,5,COMPLETED,Window seat
2451,774,10,3/14/2015,13:00,1,COMPLETED,Birthday
2452,1787,20,9/2/2015,13:30,6,COMPLETED,Window seat
2453,256,6,11/8/2015,11:30,2,CONFIRMED,Window seat
2454,901,30,1/16/2015,15:45,4,COMPLETED,Quiet area
2455,622,29,10/5/2015,15:30,6,COMPLETED,
2456,669,8,3/29/2015,12:15,6,CANCELLED,Window seat
2457,1002,11,2/11/2015,13:30,1,COMPLETED,Birthday
2458,341,7,12/26/2015,20:00,2,CONFIRMED,Window seat
2459,1349,13,4/5/2015,12:00,2,CANCELLED,Quiet area
2460,1298,8,8/26/2015,18:15,2,COMPLETED,Birthday
2461,1265,18,6/27/2015,19:30,3,CANCELLED,Birthday
2462,351,18,4/3/2015,20:30,5,CONFIRMED,Birthday
2463,208,5,7/27/2015,12:30,5,COMPLETED,Birthday
2464,919,20,2/4/2015,11:30,2,CONFIRMED,
2465,744,28,6/7/2015,20:00,1,COMPLETED,Quiet area
2466,552,15,8/30/2015,14:30,4,CANCELLED,Window seat
2467,610,12,8/13/2015,19:30,2,CONFIRMED,Quiet area
2468,1190,4,6/3/2015,22:45,5,CONFIRMED,Birthday
2469,76,10,6/20/2015,14:45,3,CANCELLED,
2470,400,1,3/5/2015,19:15,3,COMPLETED,
2471,1410,28,4/13/2015,14:15,2,COMPLETED,
2472,1037,17,10/1/2015,13:00,8,COMPLETED,Window seat
2473,403,16,1/5/2015,15:45,8,CONFIRMED,Birthday
2474,642,22,4/3/2015,12:45,2,CANCELLED,Birthday
2475,1704,14,12/5/2015,14:30,5,CANCELLED,Window seat
2476,208,16,9/20/2015,20:00,1,COMPLETED,Quiet area
2477,386,22,5/30/2015,15:45,8,COMPLETED,
2478,907,24,7/13/2015,13:45,8,CANCELLED,
2479,430,10,7/22/2015,13:30,3,COMPLETED,Quiet area
2480,108,9,11/9/2015,20:00,5,CANCELLED,
2481,1091,4,11/1/2015,19:30,1,COMPLETED,Window seat
2482,1089,19,4/30/2015,21:30,1,CONFIRMED,
2483,1107,23,11/1/2015,17:30,2,COMPLETED,Window seat
2484,799,21,5/22/2015,22:30,4,CANCELLED,
2485,1194,24,7/9/2015,18:15,8,CANCELLED,Birthday
2486,673,27,11/22/2015,22:30,8,CANCELLED,Window seat
2487,1726,17,10/31/2015,11:15,2,CONFIRMED,
2488,1498,15,10/3/2015,20:00,8,CONFIRMED,Birthday
2489,1310,17,11/8/2015,18:00,3,COMPLETED,
2490,1538,30,10/25/2015,19:30,5,COMPLETED,Birthday
2491,1618,26,5/17/2015,14:45,2,COMPLETED,Window seat
2492,1072,17,2/23/2015,12:15,6,CANCELLED,Window seat
2493,430,21,9/28/2015,19:30,1,COMPLETED,
2494,1184,4,5/6/2015,20:45,2,CANCELLED,
2495,1181,9,1/6/2015,11:15,5,CONFIRMED,Quiet area
2496,759,15,6/11/2015,13:45,1,COMPLETED,
2497,1686,7,7/11/2015,12:30,3,CANCELLED,
2498,1546,18,8/26/2015,22:00,1,CANCELLED,Birthday
2499,1379,7,7/22/2015,11:00,2,CONFIRMED,
2500,22,8,5/8/2015,19:15,2,CANCELLED,Quiet area
2501,1324,10,6/11/2015,16:00,2,CONFIRMED,Quiet area
2502,1414,2,9/29/2015,16:00,1,CANCELLED,
2503,672,2,2/1/2015,13:30,4,CONFIRMED,Quiet area
2504,143,7,6/25/2015,22:45,6,CONFIRMED,Quiet area
2505,287,25,8/14/2015,12:15,6,CANCELLED,Birthday
2506,1164,17,5/6/2015,14:30,6,CONFIRMED,
2507,1284,2,6/20/2015,19:30,1,COMPLETED,
2508,923,12,12/7/2015,14:00,4,CANCELLED,Birthday
2509,1681,28,7/12/2015,14:45,6,CANCELLED,Window seat
2510,1618,12,3/1/2015,12:45,5,COMPLETED,Window seat
2511,1352,13,3/10/2015,19:15,1,COMPLETED,Quiet area
2512,58,6,3/23/2015,19:45,8,CANCELLED,Quiet area
2513,703,14,5/8/2015,15:15,1,CANCELLED,
2514,526,13,2/5/2015,22:45,4,CONFIRMED,
2515,1277,29,12/23/2015,18:30,2,CANCELLED,Window seat
2516,839,11,5/16/2015,11:30,4,CONFIRMED,
2517,278,7,9/9/2015,14:00,1,COMPLETED,Window seat
2518,428,16,8/5/2015,13:00,6,COMPLETED,Birthday
2519,929,22,3/1/2015,19:15,4,CANCELLED,Birthday
2520,1898,26,1/12/2015,20:45,3,CANCELLED,
2521,824,14,5/14/2015,22:00,8,CANCELLED,Window seat
2522,1923,6,11/11/2015,19:45,4,COMPLETED,Birthday
2523,230,25,12/28/2015,14:30,5,CANCELLED,Quiet area
2524,253,5,8/21/2015,15:15,8,CONFIRMED,Quiet area
2525,1616,26,2/24/2015,17:30,2,CANCELLED,
2526,1940,7,4/17/2015,20:00,4,CANCELLED,Quiet area
2527,908,7,11/30/2015,22:30,8,CANCELLED,Window seat
2528,440,24,7/27/2015,15:45,3,COMPLETED,
2529,194,27,4/30/2015,22:00,4,CANCELLED,
2530,1930,20,6/28/2015,14:45,2,CONFIRMED,Window seat
2531,811,18,3/10/2015,16:30,2,CONFIRMED,
2532,139,30,12/2/2015,13:15,4,CONFIRMED,
2533,923,2,8/25/2015,13:00,5,COMPLETED,Birthday
2534,116,3,12/29/2015,22:45,1,CANCELLED,
2535,205,27,10/17/2015,14:15,4,COMPLETED,Birthday
2536,1721,25,10/10/2015,21:00,3,CONFIRMED,
2537,203,16,11/21/2015,13:15,4,COMPLETED,
2538,1203,15,10/13/2015,18:15,1,CANCELLED,Quiet area
2539,420,9,4/4/2015,13:30,6,CONFIRMED,Quiet area
2540,1625,27,3/15/2015,13:30,4,CONFIRMED,Birthday
2541,354,27,8/3/2015,12:00,3,CANCELLED,
2542,395,2,6/6/2015,17:45,1,CONFIRMED,Quiet area
2543,973,7,1/7/2015,13:45,1,COMPLETED,Window seat
2544,1596,2,1/18/2015,11:30,2,CONFIRMED,Quiet area
2545,1478,29,3/11/2015,12:30,6,CONFIRMED,Quiet area
2546,21,18,6/23/2015,18:45,1,CANCELLED,Birthday
2547,197,1,9/11/2015,14:15,1,COMPLETED,
2548,1636,1,8/25/2015,14:45,1,CONFIRMED,Window seat
2549,1341,25,8/20/2015,13:15,1,CONFIRMED,
2550,1160,7,1/22/2015,22:45,6,CONFIRMED,Quiet area
2551,381,16,3/3/2015,11:30,2,COMPLETED,Birthday
2552,1623,24,2/27/2015,18:00,6,CANCELLED,Window seat
2553,971,18,1/4/2015,18:30,2,COMPLETED,Window seat
2554,297,14,4/26/2015,15:30,1,CONFIRMED,Window seat
2555,191,12,11/28/2015,17:00,2,CONFIRMED,Birthday
2556,1867,6,10/28/2015,15:00,3,CONFIRMED,
2557,625,19,8/17/2015,18:15,4,COMPLETED,
2558,1382,1,4/4/2015,17:30,3,COMPLETED,
2559,964,8,7/29/2015,12:45,2,CANCELLED,Birthday
2560,1988,24,12/13/2015,13:30,1,COMPLETED,Birthday
2561,230,19,7/15/2015,11:15,5,CONFIRMED,
2562,655,19,10/2/2015,20:00,2,CONFIRMED,Quiet area
2563,1552,18,12/26/2015,15:45,6,COMPLETED,Quiet area
2564,1621,18,9/21/2015,21:45,6,CONFIRMED,Window seat
2565,121,15,1/5/2015,19:30,6,COMPLETED,Quiet area
2566,1047,9,4/29/2015,18:00,1,CANCELLED,
2567,1005,19,5/30/2015,20:15,1,CONFIRMED,Quiet area
2568,104,10,7/26/2015,20:15,1,COMPLETED,
2569,1708,24,4/12/2015,16:15,2,COMPLETED,
2570,554,9,8/18/2015,11:15,6,CONFIRMED,Window seat
2571,653,19,5/21/2015,17:15,6,CONFIRMED,
2572,341,6,4/13/2015,22:45,2,CANCELLED,Window seat
2573,736,28,6/18/2015,11:15,1,CONFIRMED,
2574,38,2,10/8/2015,19:45,1,CONFIRMED,Birthday
2575,929,24,5/3/2015,20:00,6,CANCELLED,
2576,249,1,5/10/2015,12:45,2,CONFIRMED,
2577,788,19,10/18/2015,22:15,2,CONFIRMED,Window seat
2578,413,22,8/22/2015,22:45,8,CANCELLED,
2579,19,2,10/5/2015,22:30,6,COMPLETED,
2580,1931,27,10/8/2015,17:45,2,COMPLETED,Quiet area
2581,104,8,1/12/2015,20:30,1,CANCELLED,Window seat
2582,244,8,2/19/2015,22:15,6,COMPLETED,
2583,1072,30,2/13/2015,16:00,2,CANCELLED,
2584,1422,18,5/13/2015,16:15,5,CANCELLED,Birthday
2585,388,5,11/22/2015,15:00,1,CONFIRMED,Birthday
2586,1562,7,5/3/2015,15:45,5,COMPLETED,
2587,769,15,10/22/2015,20:30,5,COMPLETED,
2588,1768,29,7/27/2015,17:45,4,CONFIRMED,
2589,1128,4,3/12/2015,15:00,1,CONFIRMED,
2590,1411,30,9/17/2015,13:15,2,CANCELLED,Window seat
2591,1222,17,5/28/2015,11:15,8,COMPLETED,Window seat
2592,1026,2,2/5/2015,18:30,5,CANCELLED,Birthday
2593,958,29,4/27/2015,16:15,2,COMPLETED,Birthday
2594,706,6,8/21/2015,11:00,3,COMPLETED,
2595,1581,6,10/14/2015,13:30,2,CONFIRMED,
2596,1922,4,2/5/2015,21:15,6,CANCELLED,Birthday
2597,588,12,12/7/2015,17:00,1,CONFIRMED,
2598,449,15,1/29/2015,15:45,2,COMPLETED,
2599,262,2,10/15/2015,14:15,2,COMPLETED,
2600,1482,1,3/31/2015,14:15,2,CANCELLED,Quiet area
2601,184,3,3/6/2015,11:30,5,CANCELLED,Birthday
2602,1507,1,8/8/2015,17:30,8,CONFIRMED,Birthday
2603,1486,10,1/24/2015,15:15,6,CONFIRMED,Quiet area
2604,1746,14,11/21/2015,15:45,3,CONFIRMED,
2605,682,20,5/2/2015,11:30,2,COMPLETED,Window seat
2606,1008,24,3/18/2015,15:15,4,COMPLETED,
2607,1006,14,7/29/2015,19:15,2,CONFIRMED,Birthday
2608,1535,25,12/14/2015,13:45,2,CANCELLED,Window seat
2609,8,13,9/18/2015,17:45,8,CANCELLED,Quiet area
2610,1909,30,12/24/2015,17:15,5,CONFIRMED,Birthday
2611,1811,3,7/29/2015,19:45,8,CANCELLED,Birthday
2612,970,26,8/28/2015,12:15,4,CANCELLED,
2613,741,21,1/8/2015,11:45,3,CONFIRMED,
2614,618,10,3/16/2015,13:15,8,COMPLETED,Birthday
2615,630,26,1/28/2015,15:45,3,CANCELLED,Quiet area
2616,1941,18,2/26/2015,13:00,2,COMPLETED,Quiet area
2617,1239,27,7/2/2015,13:30,4,COMPLETED,
2618,36,26,7/24/2015,21:30,2,COMPLETED,
2619,208,25,12/10/2015,22:45,2,CONFIRMED,
2620,1088,18,3/17/2015,18:15,2,CONFIRMED,Quiet area
2621,462,8,6/22/2015,21:30,4,CANCELLED,
2622,1483,26,2/3/2015,19:30,2,CANCELLED,Quiet area
2623,830,18,7/27/2015,15:00,1,COMPLETED,
2624,90,27,4/4/2015,12:15,2,COMPLETED,Birthday
2625,169,7,4/6/2015,14:00,4,CONFIRMED,Quiet area
2626,1252,2,9/28/2015,17:00,4,CONFIRMED,Quiet area
2627,1462,5,11/25/2015,19:45,2,CONFIRMED,
2628,128,7,12/24/2015,14:00,2,CANCELLED,Quiet area
2629,165,18,2/15/2015,15:00,1,CONFIRMED,Window seat
2630,1666,10,3/1/2015,14:00,8,CANCELLED,Quiet area
2631,1208,24,8/27/2015,21:45,2,CONFIRMED,
2632,1811,29,3/21/2015,16:00,6,CANCELLED,
2633,1192,9,11/28/2015,15:45,2,CANCELLED,Birthday
2634,1887,28,1/5/2015,21:00,5,CONFIRMED,Window seat
2635,458,15,6/22/2015,19:15,5,CANCELLED,
2636,1890,1,3/27/2015,19:45,8,CANCELLED,
2637,1597,16,8/28/2015,20:00,2,CANCELLED,Window seat
2638,1937,15,8/1/2015,12:45,2,CONFIRMED,
2639,1596,23,11/12/2015,18:15,2,CONFIRMED,Window seat
2640,515,22,9/4/2015,18:00,6,CANCELLED,Window seat
2641,1716,16,4/27/2015,11:45,5,COMPLETED,
2642,1843,28,1/4/2015,13:30,2,CANCELLED,
2643,1607,22,6/30/2015,18:00,5,CONFIRMED,Window seat
2644,1371,21,5/31/2015,14:15,4,CONFIRMED,Quiet area
2645,1988,6,3/4/2015,17:00,2,COMPLETED,
2646,1130,22,6/30/2015,18:30,6,COMPLETED,Quiet area
2647,1641,1,8/15/2015,21:30,6,CONFIRMED,Quiet area
2648,504,20,10/23/2015,16:15,2,CONFIRMED,Birthday
2649,1718,2,7/28/2015,15:15,2,COMPLETED,
2650,1901,1,1/5/2015,14:15,8,COMPLETED,
2651,1829,27,3/22/2015,15:15,4,CANCELLED,
2652,1184,20,3/12/2015,15:30,3,CANCELLED,
2653,21,8,6/4/2015,12:45,1,CANCELLED,
2654,648,27,4/28/2015,11:15,1,CONFIRMED,Birthday
2655,773,30,9/1/2015,22:30,2,CANCELLED,
2656,828,13,1/1/2016,14:15,4,CANCELLED,
2657,477,28,6/8/2015,19:00,5,CONFIRMED,
2658,1680,11,3/2/2015,15:45,1,COMPLETED,Birthday
2659,1005,25,9/16/2015,20:45,2,CONFIRMED,Birthday
2660,1131,16,6/22/2015,16:00,3,CONFIRMED,
2661,1856,25,8/18/2015,18:30,2,CONFIRMED,Window seat
2662,1567,8,10/16/2015,18:00,5,COMPLETED,Birthday
2663,771,9,11/24/2015,11:45,2,CONFIRMED,Window seat
2664,39,24,3/20/2015,15:30,6,COMPLETED,Birthday
2665,866,25,8/25/2015,18:15,4,CONFIRMED,Birthday
2666,209,3,1/14/2015,18:15,8,CONFIRMED,
2667,741,15,7/16/2015,15:45,2,CANCELLED,Window seat
2668,444,16,2/20/2015,18:30,1,COMPLETED,Window seat
2669,1590,17,4/6/2015,18:30,1,CONFIRMED,Birthday
2670,1446,17,8/24/2015,21:15,5,COMPLETED,
2671,681,6,5/13/2015,17:45,2,CONFIRMED,Quiet area
2672,94,6,8/18/2015,17:45,4,COMPLETED,Window seat
2673,1337,1,7/13/2015,21:15,8,CONFIRMED,Quiet area
2674,1932,3,6/23/2015,14:45,3,COMPLETED,Quiet area
2675,734,23,11/6/2015,13:15,2,CANCELLED,Quiet area
2676,1244,24,1/27/2015,17:00,8,COMPLETED,
2677,1212,30,12/14/2015,14:15,6,CONFIRMED,Birthday
2678,1593,25,5/1/2015,15:00,5,COMPLETED,
2679,972,22,4/13/2015,20:45,2,CANCELLED,
2680,1221,29,8/19/2015,17:30,5,CONFIRMED,Birthday
2681,843,7,8/19/2015,11:45,5,CANCELLED,
2682,1024,29,12/30/2015,16:30,8,COMPLETED,Window seat
2683,1202,14,12/27/2015,11:15,2,CANCELLED,Birthday
2684,977,5,4/18/2015,17:15,2,COMPLETED,Window seat
2685,1447,6,4/1/2015,13:15,1,COMPLETED,
2686,1712,4,8/26/2015,16:45,2,COMPLETED,
2687,219,4,8/5/2015,13:00,8,COMPLETED,Window seat
2688,234,20,5/28/2015,15:45,5,CANCELLED,
2689,768,8,3/31/2015,12:45,1,CANCELLED,
2690,384,7,1/16/2015,13:45,2,CANCELLED,
2691,1824,1,5/17/2015,13:45,2,COMPLETED,Quiet area
2692,125,27,8/5/2015,19:00,2,CONFIRMED,Quiet area
2693,1888,15,4/21/2015,12:45,1,CONFIRMED,Quiet area
2694,1819,29,6/25/2015,21:00,1,CONFIRMED,Birthday
2695,428,19,4/5/2015,17:45,3,CONFIRMED,Birthday
2696,772,30,10/23/2015,14:00,4,COMPLETED,Window seat
2697,1603,19,8/16/2015,17:15,4,CANCELLED,
2698,1962,18,10/16/2015,11:45,3,COMPLETED,Birthday
2699,1805,2,6/29/2015,20:30,2,CONFIRMED,
2700,261,8,8/25/2015,22:15,3,COMPLETED,Window seat
2701,328,18,10/21/2015,12:45,2,CONFIRMED,Birthday
2702,612,21,10/16/2015,17:00,1,CONFIRMED,Quiet area
2703,927,23,7/22/2015,21:30,6,CONFIRMED,Quiet area
2704,1133,28,11/26/2015,15:30,2,CONFIRMED,
2705,1277,16,11/17/2015,20:30,4,CONFIRMED,Quiet area
2706,1036,24,10/7/2015,17:30,1,CONFIRMED,Quiet area
2707,745,24,7/31/2015,11:15,8,CONFIRMED,
2708,1158,1,3/29/2015,20:00,2,CONFIRMED,Window seat
2709,1852,25,7/10/2015,15:15,2,CANCELLED,
2710,1111,9,10/21/2015,11:15,4,CONFIRMED,Window seat
2711,507,12,4/16/2015,13:00,3,CONFIRMED,Window seat
2712,84,12,3/20/2015,16:30,2,COMPLETED,
2713,692,4,5/26/2015,16:00,3,CONFIRMED,Quiet area
2714,1424,19,4/17/2015,20:15,4,CONFIRMED,Window seat
2715,604,29,5/7/2015,17:15,2,CANCELLED,Quiet area
2716,1663,5,10/3/2015,11:30,1,CANCELLED,
2717,251,21,3/6/2015,15:30,3,CONFIRMED,Window seat
2718,910,29,6/20/2015,20:45,1,COMPLETED,
2719,1949,20,1/29/2015,12:15,2,CONFIRMED,Quiet area
2720,155,13,9/4/2015,18:30,3,CANCELLED,Birthday
2721,135,9,1/8/2015,17:15,2,CANCELLED,Birthday
2722,1160,21,4/15/2015,18:30,2,CANCELLED,
2723,371,19,7/22/2015,18:00,2,CANCELLED,Window seat
2724,763,4,4/29/2015,22:45,8,CONFIRMED,Quiet area
2725,970,28,6/13/2015,13:45,4,COMPLETED,Quiet area
2726,1437,4,1/14/2015,20:45,2,CONFIRMED,Quiet area
2727,55,26,1/3/2015,20:15,3,CANCELLED,
2728,646,29,3/12/2015,15:00,4,CONFIRMED,Window seat
2729,129,23,7/1/2015,22:15,2,COMPLETED,Birthday
2730,193,1,5/19/2015,14:15,5,CONFIRMED,
2731,614,21,5/2/2015,21:00,2,CANCELLED,Quiet area
2732,1307,16,3/13/2015,15:45,8,CANCELLED,Window seat
2733,1762,12,3/9/2015,13:00,4,CANCELLED,
2734,1287,8,12/12/2015,16:00,4,CANCELLED,Window seat
2735,620,24,10/5/2015,18:45,1,CONFIRMED,Quiet area
2736,1699,16,10/22/2015,14:15,6,CONFIRMED,Window seat
2737,726,19,2/18/2015,16:00,6,CONFIRMED,Birthday
2738,1967,15,8/10/2015,15:00,4,CANCELLED,Birthday
2739,1506,21,9/27/2015,19:15,5,CANCELLED,
2740,1433,6,8/12/2015,22:45,5,CONFIRMED,Quiet area
2741,37,26,9/18/2015,15:45,2,COMPLETED,Window seat
2742,743,22,6/6/2015,14:30,2,CANCELLED,Birthday
2743,346,3,10/12/2015,13:15,6,CONFIRMED,Birthday
2744,1093,1,4/4/2015,16:45,2,CONFIRMED,Birthday
2745,1132,15,7/30/2015,14:30,2,CONFIRMED,
2746,1624,3,3/25/2015,14:30,2,CONFIRMED,Birthday
2747,1217,19,1/6/2015,11:45,2,COMPLETED,Window seat
2748,82,27,3/10/2015,17:45,8,CONFIRMED,Birthday
2749,1696,30,1/27/2015,20:30,5,COMPLETED,Window seat
2750,978,6,5/26/2015,21:00,2,CONFIRMED,Window seat
2751,103,20,2/13/2015,20:15,2,CONFIRMED,Birthday
2752,1104,25,11/14/2015,13:15,3,CONFIRMED,Birthday
2753,192,27,2/14/2015,20:15,8,COMPLETED,
2754,860,23,1/11/2015,19:15,1,COMPLETED,Quiet area
2755,657,22,7/24/2015,15:45,1,CONFIRMED,Quiet area
2756,971,27,8/12/2015,13:45,1,COMPLETED,Window seat
2757,22,23,1/8/2015,20:30,5,CONFIRMED,Quiet area
2758,556,6,8/5/2015,12:45,3,COMPLETED,Window seat
2759,1379,28,2/26/2015,14:15,3,COMPLETED,
2760,580,1,12/31/2015,12:45,4,COMPLETED,Window seat
2761,797,7,6/28/2015,15:30,2,CONFIRMED,Window seat
2762,951,15,8/29/2015,21:45,2,CANCELLED,Birthday
2763,1832,16,1/17/2015,17:15,6,COMPLETED,
2764,1278,10,1/24/2015,15:45,2,CONFIRMED,Quiet area
2765,205,11,9/19/2015,19:45,5,CONFIRMED,
2766,1270,27,11/12/2015,20:15,8,CONFIRMED,Birthday
2767,85,23,3/28/2015,15:15,2,COMPLETED,Birthday
2768,160,9,9/12/2015,13:15,4,COMPLETED,Birthday
2769,1631,14,4/11/2015,19:45,5,CANCELLED,Birthday
2770,339,15,7/3/2015,15:30,1,CANCELLED,Window seat
2771,857,13,10/14/2015,20:00,2,COMPLETED,Quiet area
2772,1057,6,8/11/2015,22:30,3,CONFIRMED,
2773,466,1,9/14/2015,16:30,5,COMPLETED,Birthday
2774,801,6,5/23/2015,14:30,2,CANCELLED,
2775,1192,1,4/23/2015,18:00,1,COMPLETED,Quiet area
2776,1001,2,11/28/2015,21:45,4,CANCELLED,
2777,934,10,9/16/2015,19:30,3,COMPLETED,Window seat
2778,812,15,7/12/2015,12:45,1,CANCELLED,Birthday
2779,526,29,8/1/2015,18:15,6,CANCELLED,Quiet area
2780,828,25,10/11/2015,12:30,3,CANCELLED,Birthday
2781,1064,29,7/10/2015,19:00,2,CONFIRMED,Window seat
2782,1894,15,12/23/2015,13:00,8,CONFIRMED,
2783,84,10,12/24/2015,18:45,5,CONFIRMED,Birthday
2784,844,8,8/8/2015,11:30,5,CONFIRMED,Window seat
2785,910,23,5/17/2015,17:15,3,CONFIRMED,
2786,1321,13,8/14/2015,21:15,8,CONFIRMED,Quiet area
2787,1123,16,3/11/2015,13:15,2,COMPLETED,Quiet area
2788,1867,29,10/22/2015,21:30,8,CONFIRMED,
2789,1041,1,11/28/2015,19:45,8,COMPLETED,Window seat
2790,1385,17,11/3/2015,11:45,5,COMPLETED,Window seat
2791,419,19,6/5/2015,21:15,6,CANCELLED,
2792,819,23,1/13/2015,22:30,8,CANCELLED,Birthday
2793,1729,28,12/10/2015,21:30,1,CANCELLED,Window seat
2794,1423,5,8/22/2015,11:30,2,CANCELLED,
2795,1117,14,7/25/2015,21:45,2,CONFIRMED,Quiet area
2796,383,13,2/1/2015,12:45,3,CONFIRMED,
2797,972,30,4/9/2015,20:15,1,CANCELLED,
2798,1005,3,3/3/2015,19:15,2,COMPLETED,Birthday
2799,1583,29,4/30/2015,18:00,3,COMPLETED,
2800,1685,18,6/7/2015,20:30,6,CONFIRMED,Quiet area
2801,324,19,1/16/2015,14:15,4,CONFIRMED,Window seat
2802,1408,11,11/24/2015,20:00,4,CONFIRMED,Birthday
2803,921,12,1/14/2015,17:15,6,CONFIRMED,
2804,389,11,1/2/2015,16:30,8,CANCELLED,
